0 0 0 0.365032
1 0 0 0.370034
2 0 0 0.375115
3 0 0 0.380275
4 0 0 0.385517
5 0 0 0.390842
6 0 0 0.396251
7 0 0 0.401747
8 0 0 0.40733
9 0 0 0.413002
10 0 0 0.418766
11 0 0 0.424622
12 0 0 0.430572
13 0 0 0.436619
14 0 0 0.442763
15 0 0 0.449007
16 0 0 0.455353
17 0 0 0.461802
18 0 0 0.468356
19 0 0 0.475018
20 0 0 0.48179
21 0 0 0.488673
22 0 0 0.495669
23 0 0 0.502782
24 0 0 0.510012
25 0 0 0.517363
26 0 0 0.524836
27 0 0 0.532435
28 0 0 0.540161
29 0 0 0.548017
30 0 0 0.556005
31 0 0 0.564129
32 0 0 0.572392
33 0 0 0.580795
34 0 0 0.589342
35 0 0 0.598037
36 0 0 0.606883
37 0 0 0.615882
38 0 0 0.62504
39 0 0 0.634359
40 0 0 0.643845
41 0 0 0.653502
42 0 0 0.663334
43 0 0 0.673347
44 0 0 0.683548
45 0 0 0.693942
46 0 0 0.704538
47 0 0 0.715343
48 0 0 0.726366
49 0 0 0.737618
50 0 0 0.749111
51 0 0 0.760858
52 0 0 0.772875
53 0 0 0.785179
54 0 0 0.797791
55 0 0 0.810735
56 0 0 0.824038
57 0 0 0.837732
58 0 0 0.851856
59 0 0 0.866453
60 0 0 0.881574
61 0 0 0.897282
62 0 0 0.913647
63 0 0 0.930758
64 0 0 0.948717
65 0 0 0.967649
66 0 0 0.987705
67 0 0 1.00907
68 0 0 1.03198
69 0 0 1.05671
70 0 0 1.08362
71 0 0 1.11316
72 0 0 1.14591
73 0 0 1.18261
74 0 0 1.2242
75 0 0 1.27191
76 0 0 1.32734
77 0 0 1.39257
78 0 0 1.47034
79 0 0 1.56422
80 0 0 1.67898
81 0 0 1.82101
82 0 0 1.99916
83 0 0 2.22597
84 0 0 2.52012
85 0 0 2.91063
86 0 1 3.44441
87 0 1 4.19951
88 0 1 5.30725
89 0 1 6.98796
90 0 1 9.60552
91 0 1 13.7459
92 0 1 20.3225
93 1 1 30.7046
94 111 1 46.8571
95 919 1 71.4633
96 1320 1 107.989
97 1367 1 160.628
98 1453 1 234.071
99 1451 1 333.045
100 1489 1 461.61
101 1555 1 622.256
102 1640 1 814.922
103 1694 1 1036.12
104 1726 1 1278.4
105 1738 1 1530.37
106 1882 1 1777.48
107 1792 1 2003.4
108 1938 1 2192.11
109 1958 1 2330.11
110 1949 1 2408.46
111 1932 1 2424.2
112 2043 1 2380.9
113 2105 1 2288.06
114 2003 1 2159.7
115 2064 1 2012.23
116 2029 1 1862.26
117 1976 1 1724.47
118 1983 1 1610.22
119 1999 1 1526.79
120 1985 1 1477.3
