0 -156.72 0 0
0.2 -101.4 0 0
0.4 20.913 0 0
0.402 -162.03 0 0
0.404 -161.98 0 0
0.406 99.072 0 0
0.408 -54.875 0 0
0.41 91.178 0 0
0.412 -108.77 0 0
0.414 -167.72 0 0
0.416 -2.6621 0 0
0.418 -2.609 0 0
0.42 50.444 0 0
0.422 71.497 0 0
0.424 -45.45 0 0
0.426 121.6 0 0
0.428 36.657 0 0
0.43 37.71 0 0
0.432 276.76 0 0
0.434 90.816 0 0
0.436 46.869 0 0
0.438 114.92 0 0
0.44 334.98 0 0
0.442 261.03 0 0
0.444 290.08 0 0
0.446 464.14 0 0
0.448 338.19 0 0
0.45 362.24 0 0
0.452 542.29 0 0
0.454 580.35 0 0
0.456 662.4 0 0
0.458 695.45 0 0
0.46 665.51 0 0
0.462 507.56 0 0
0.464 704.61 0 0
0.466 704.67 0 0
0.468 575.72 0 0
0.47 522.77 0 0
0.472 516.83 0 0
0.474 813.88 0 0
0.476 840.93 0 0
0.478 1032 0 0
0.48 1057 0 0
0.482 1095.1 0 0
0.484 1327.1 0 0
0.486 1806.2 0 0
0.488 1814.3 0 0
0.49 1777.3 0 0
0.492 1982.4 0 0
0.494 2084.4 0 0
0.496 2285.5 0 0
0.498 2449.5 0 0
0.5 2267.6 0 0
0.502 2210.6 0 0
0.504 2476.7 0 0
0.506 2350.7 0 0
0.508 2446.8 0 0
0.51 2468.8 0 0
0.512 2914.9 0 0
0.514 2921.9 0 0
0.516 2941 0 0
0.518 2875 0 0
0.52 2910.1 0 0
0.522 3410.2 0 0
0.524 3005.2 0 0
0.526 3147.3 0 0
0.528 3351.3 0 0
0.53 3429.4 0 0
0.532 3147.4 0 0
0.534 2848.5 0 0
0.536 3021.5 0 0
0.538 3311.6 0 0
0.54 3400.6 0 0
0.542 3371.7 0 0
0.544 3232.7 0 0
0.546 3490.8 0 0
0.548 3634.8 0 0
0.55 3555.9 0 0
0.552 3578 0 0
0.554 3502 0 0
0.556 3835.1 0 0
0.558 3610.1 0 0
0.56 3670.2 0 0
0.562 3819.2 0 0
0.564 3864.3 0 0
0.566 3787.3 0 0
0.568 3926.4 0 0
0.57 4149.4 0 0
0.572 4022.5 0 0
0.574 4288.5 0 0
0.576 4175.6 0 0
0.578 4215.6 0 0
0.58 4301.7 0 0
0.582 4121.7 0 0
0.584 4435.8 0 0
0.586 4430.9 0 0
0.588 4279.9 0 0
0.59 4420 0 0
0.592 4602 0 0
0.594 4645.1 0 0
0.596 4852.1 0 0
0.598 4470.2 0 0
0.6 4651.2 0 0
0.602 4687.3 0 0
0.604 4716.3 0 0
0.606 4656.4 0 0
0.608 4703.4 0 0
0.61 5031.5 0 0
0.612 4775.5 0 0
0.614 4895.6 0 0
0.616 4753.7 0 0
0.618 5118.7 0 0
0.62 4750.8 0 0
0.622 4710.8 0 0
0.624 4992.9 0 0
0.626 5006.9 0 0
0.628 4851 0 0
0.63 4927 0 0
0.632 5014.1 0 0
0.634 5007.1 0 0
0.636 5086.2 0 0
0.638 4945.2 0 0
0.64 5086.3 0 0
0.642 5020.3 0 0
0.644 4758.4 0 0
0.646 5076.4 0 0
0.648 5207.5 0 0
0.65 5001.6 0 0
0.652 5058.6 0 0
0.654 5077.7 0 0
0.656 5015.7 0 0
0.658 5099.8 0 0
0.66 5576.8 0 0
0.662 5555.9 0 0
0.664 5759.9 0 0
0.666 5712 0 0
0.668 5681 0 0
0.67 5668.1 0 0
0.672 5583.1 0 0
0.674 5578.2 0 0
0.676 5557.2 0 0
0.678 5647.3 0 0
0.68 5782.4 0 0
0.682 5430.4 0 0
0.684 5825.5 0 0
0.686 5380.5 0 0
0.688 5677.6 0 0
0.69 5963.6 0 0
0.692 5795.7 0 0
0.694 5761.7 0 0
0.696 5694.8 0 0
0.698 5679.8 0 0
0.7 5815.9 0 0
0.702 5680.9 0 0
0.704 5483 0 0
0.706 5449 0 0
0.708 5464.1 0 0
0.71 5080.2 0 0
0.712 5216.2 0 0
0.714 5227.3 0 0
0.716 5448.3 0 0
0.718 5355.4 0 0
0.72 5276.4 0 0
0.722 5162.5 0 0
0.724 5214.5 0 0
0.726 5004.6 0 0
0.728 5261.6 0 0
0.73 4934.7 0 0
0.732 5106.7 0 0
0.734 5096.8 0 0
0.736 5016.8 0 0
0.738 5339.9 0 0
0.74 5192.9 0 0
0.742 5184 0 0
0.744 5281.1 0 0
0.746 5233.1 0 0
0.748 5265.2 0 0
0.75 5059.2 0 0
0.752 5142.3 0 0
0.754 4921.3 0 0
0.756 5208.4 0 0
0.758 5168.4 0 0
0.76 5008.5 0 0
0.762 5113.5 0 0
0.764 4927.6 0 0
0.766 5169.6 0 0
0.768 5223.7 0 0
0.77 4967.7 0 0
