2.7		9074
2.5		9503
2.3		9476
2.1		9538
1.9		9476
1.7		9451
1.5		9533
1.3		9745
1.25		9786
1.249		9782
1.248		9734
1.247		9855
1.246		9807
1.245		9536
1.244		9497
1.243		9767
1.242		9726
1.241		9626
1.24		10002
1.239		9943
1.238		9779
1.237		9563
1.236		9848
1.235		9504
1.234		9666
1.233		9750
1.232		9783
1.231		9513
1.23		9784
1.229		9737
1.228		9714
1.227		9706
1.226		9880
1.225		9961
1.224		9879
1.223		9819
1.222		10014
1.221		9745
1.22		9769
1.219		9688
1.218		9772
1.217		9872
1.216		9850
1.215		9607
1.214		9703
1.213		9957
1.212		9839
1.211		9593
1.21		9878
1.209		9795
1.208		9394
1.207		9526
1.206		9472
1.205		9447
1.204		9515
1.203		9460
1.202		9596
1.201		9545
1.2		9612
1.199		9482
1.198		9388
1.197		9532
1.196		9529
1.195		9519
1.194		9483
1.193		9618
1.192		9400
1.191		9501
1.19		9366
1.189		9574
1.188		9434
1.187		9494
1.186		9613
1.185		9651
1.184		9381
1.183		9574
1.182		9615
1.181		9366
1.18		9513
1.179		9639
1.178		9441
1.177		9698
1.176		9577
1.175		9692
1.174		9789
1.173		9892
1.172		10037
1.171		9811
1.17		9987
1.169		10080
1.168		10102
1.167		9915
1.166		10014
1.165		10023
1.164		10028
1.163		10022
1.162		10072
1.161		9968
1.16		10109
1.159		10154
1.158		9941
1.157		10156
1.156		10107
1.155		10268
1.154		10571
1.153		10645
1.152		11202
1.151		11416
1.15		12195
1.149		13229
1.148		13168
1.147		14485
1.146		15091
1.145		15994
1.144		16912
1.143		16634
1.142		17000
1.141		16914
1.14		16765
1.139		16087
1.138		16466
1.137		15615
1.136		14827
1.135		14277
1.134		13415
1.133		12624
1.132		12681
1.131		12004
1.13		11487
1.129		11170
1.128		10873
1.127		10807
1.126		10623
1.125		10332
1.124		10645
1.123		10522
1.122		10602
1.121		10780
1.12		11088
1.119		11728
1.118		12961
1.117		13924
1.116		15322
1.115		17260
1.114		20205
1.113		25137
1.112		25888
1.111		31866
1.11		36789
1.109		38841
1.108		41072
1.107		41822
1.106		41351
1.105		40931
1.104		39478
1.103		36081
1.102		32554
1.101		32319
1.1		27479
1.099		21471
1.098		16324
1.097		13849
1.096		14462
1.095		13430
1.094		13215
1.093		12381
1.092		11823
1.091		11815
1.09		11799
1.089		11228
1.088		11268
1.087		10865
1.086		11028
1.085		10859
1.084		10745
1.083		10598
1.082		10659
1.081		10571
1.08		10533
1.079		10345
1.078		10340
1.077		10361
1.076		10396
1.075		10281
1.074		10176
1.073		10093
1.072		10241
1.071		10263
1.07		10225
1.069		10150
1.068		10329
1.067		10173
1.066		9894
1.065		9887
1.064		9832
1.063		9976
1.062		10056
1.061		10076
1.06		9925
1.059		10131
1.058		10111
1.057		10318
1.056		10202
1.055		10047
1.054		10360
1.053		10200
1.052		10300
1.051		10067
1.05		9956
1		10196
0.998		10176
0.996		10355
0.994		10244
0.992		10267
0.99		10454
0.988		10151
0.986		10279
0.984		10191
0.982		10161
0.98		10208
0.978		10160
0.976		10135
0.974		10485
0.972		10282
0.97		10456
0.968		10186
0.966		10552
0.964		10597
0.962		10566
0.96		10593
0.958		10802
0.956		10654
0.954		10797
0.952		10697
0.95		10804
0.948		10887
0.946		11017
0.944		10869
0.942		10842
0.94		11087
0.938		10977
0.936		11229
0.934		11178
0.932		11156
0.93		11333
0.928		11145
0.926		11522
0.924		11595
0.922		11629
0.92		11632
0.918		11838
0.916		11619
0.914		11776
0.912		11764
0.91		11932
0.908		11855
0.906		11894
0.904		12087
0.902		12096
0.9		12155
0.898		12216
0.896		12117
0.894		12371
0.892		12389
0.89		12473
0.888		12477
0.886		12630
0.884		12557
0.882		12471
0.88		12551
0.878		12786
0.876		12775
0.874		12775
0.872		12986
0.87		13097
0.868		13093
0.866		12978
0.864		13019
0.862		13225
0.86		13426
0.858		13256
0.856		13217
0.854		13489
0.852		13531
0.85		13164
0.848		13240
0.846		13228
0.844		13386
0.842		13427
0.84		13470
0.838		13648
0.836		13781
0.834		13792
0.832		13521
0.83		13485
0.828		13712
0.826		13826
0.824		14009
0.822		13819
0.82		14003
0.818		14301
0.816		14108
0.814		14069
0.812		13917
0.81		13837
0.808		13917
0.806		13894
0.804		14144
0.802		13882
0.8		14083
0.798		14093
0.796		14110
0.794		14134
0.792		14285
0.79		14189
0.788		14249
0.786		14198
0.784		14150
0.782		14228
0.78		14287
0.778		14313
0.776		14256
0.774		14385
0.772		14188
0.77		14335
0.768		14591
0.766		14537
0.764		14295
0.762		14481
0.76		14376
0.758		14536
0.756		14576
0.754		14289
0.752		14510
0.75		14427
0.748		14633
0.746		14601
0.744		14649
0.742		14552
0.74		14561
0.738		14708
0.736		14385
0.734		14465
0.732		14475
0.73		14303
0.728		14630
0.726		14373
0.724		14583
0.722		14531
0.72		14645
0.718		14724
0.716		14817
0.714		14596
0.712		14585
0.71		14449
0.708		14833
0.706		14818
0.704		14852
0.702		15050
0.7		15185
0.698		15049
0.696		15064
0.694		15131
0.692		15165
0.69		15333
0.688		15047
0.686		14750
0.684		15195
0.682		14800
0.68		15152
0.678		15017
0.676		14927
0.674		14948
0.672		14953
0.67		15038
0.668		15051
0.666		15082
0.664		15130
0.662		14926
0.66		14947
0.658		14470
0.656		14386
0.654		14448
0.652		14429
0.65		14372
0.648		14578
0.646		14447
0.644		14129
0.642		14391
0.64		14457
0.638		14316
0.636		14457
0.634		14378
0.632		14385
0.63		14298
0.628		14222
0.626		14378
0.624		14364
0.622		14082
0.62		14122
0.618		14490
0.616		14125
0.614		14267
0.612		14147
0.61		14403
0.608		14075
0.606		14028
0.604		14088
0.602		14059
0.6		14023
0.598		13842
0.596		14224
0.594		14017
0.592		13974
0.59		13792
0.588		13652
0.586		13803
0.584		13808
0.582		13494
0.58		13674
0.578		13588
0.576		13548
0.574		13661
0.572		13395
0.57		13522
0.568		13299
0.566		13160
0.564		13237
0.562		13192
0.56		13043
0.558		12983
0.556		13208
0.554		12875
0.552		12951
0.55		12929
0.548		13008
0.546		12864
0.544		12606
0.542		12745
0.54		12774
0.538		12685
0.536		12395
0.534		12222
0.532		12521
0.53		12803
0.528		12725
0.526		12521
0.524		12379
0.522		12784
0.52		12284
0.518		12249
0.516		12315
0.514		12296
0.512		12289
0.51		11843
0.508		11821
0.506		11725
0.504		11851
0.502		11585
0.5		11642
0.498		11824
0.496		11660
0.494		11459
0.492		11357
0.49		11152
0.488		11189
0.486		11181
0.484		10702
0.482		10470
0.48		10432
0.478		10407
0.476		10216
0.474		10189
0.472		9892
0.47		9898
0.468		9951
0.466		10080
0.464		10080
0.462		9883
0.46		10041
0.458		10071
0.456		10038
0.454		9956
0.452		9918
0.45		9738
0.448		9714
0.446		9840
0.444		9666
0.442		9637
0.44		9711
0.438		9491
0.436		9423
0.434		9467
0.432		9653
0.43		9414
0.428		9413
0.426		9498
0.424		9331
0.422		9448
0.42		9427
0.418		9374
0.416		9374
0.414		9209
0.412		9268
0.41		9468
0.408		9322
0.406		9476
0.404		9215
0.402		9215
0.4		9398
0.2		9281
0		9231
