0 -156.72 0
0.2 -101.4 0
0.4 20.913 0
0.402 -162.03 1
0.404 -161.98 1
0.406 99.072 1
0.408 -54.875 1
0.41 91.178 1
0.412 -108.77 1
0.414 -167.72 1
0.416 -2.6621 1
0.418 -2.609 1
0.42 50.444 1
0.422 71.497 1
0.424 -45.45 1
0.426 121.6 1
0.428 36.657 1
0.43 37.71 1
0.432 276.76 1
0.434 90.816 1
0.436 46.869 1
0.438 114.92 1
0.44 334.98 1
0.442 261.03 1
0.444 290.08 1
0.446 464.14 1
0.448 338.19 1
0.45 362.24 1
0.452 542.29 1
0.454 580.35 1
0.456 662.4 1
0.458 695.45 1
0.46 665.51 1
0.462 507.56 1
0.464 704.61 1
0.466 704.67 1
0.468 575.72 1
0.47 522.77 1
0.472 516.83 1
0.474 813.88 1
0.476 840.93 1
0.478 1032 1
0.48 1057 1
0.482 1095.1 1
0.484 1327.1 1
0.486 1806.2 1
0.488 1814.3 1
0.49 1777.3 1
0.492 1982.4 1
0.494 2084.4 1
0.496 2285.5 1
0.498 2449.5 1
0.5 2267.6 1
0.502 2210.6 1
0.504 2476.7 1
0.506 2350.7 1
0.508 2446.8 1
0.51 2468.8 1
0.512 2914.9 1
0.514 2921.9 1
0.516 2941 1
0.518 2875 1
0.52 2910.1 1
0.522 3410.2 1
0.524 3005.2 1
0.526 3147.3 1
0.528 3351.3 1
0.53 3429.4 1
0.532 3147.4 1
0.534 2848.5 1
0.536 3021.5 1
0.538 3311.6 1
0.54 3400.6 1
0.542 3371.7 1
0.544 3232.7 1
0.546 3490.8 1
0.548 3634.8 1
0.55 3555.9 1
0.552 3578 1
0.554 3502 1
0.556 3835.1 1
0.558 3610.1 1
0.56 3670.2 1
0.562 3819.2 1
0.564 3864.3 1
0.566 3787.3 1
0.568 3926.4 1
0.57 4149.4 1
0.572 4022.5 1
0.574 4288.5 1
0.576 4175.6 1
0.578 4215.6 1
0.58 4301.7 1
0.582 4121.7 1
0.584 4435.8 1
0.586 4430.9 1
0.588 4279.9 1
0.59 4420 1
0.592 4602 1
0.594 4645.1 1
0.596 4852.1 1
0.598 4470.2 1
0.6 4651.2 1
0.602 4687.3 1
0.604 4716.3 1
0.606 4656.4 1
0.608 4703.4 1
0.61 5031.5 1
0.612 4775.5 1
0.614 4895.6 1
0.616 4753.7 1
0.618 5118.7 1
0.62 4750.8 1
0.622 4710.8 1
0.624 4992.9 1
0.626 5006.9 1
0.628 4851 1
0.63 4927 1
0.632 5014.1 1
0.634 5007.1 1
0.636 5086.2 1
0.638 4945.2 1
0.64 5086.3 1
0.642 5020.3 1
0.644 4758.4 1
0.646 5076.4 1
0.648 5207.5 1
0.65 5001.6 1
0.652 5058.6 1
0.654 5077.7 1
0.656 5015.7 1
0.658 5099.8 1
0.66 5576.8 1
0.662 5555.9 1
0.664 5759.9 1
0.666 5712 1
0.668 5681 1
0.67 5668.1 1
0.672 5583.1 1
0.674 5578.2 1
0.676 5557.2 1
0.678 5647.3 1
0.68 5782.4 1
0.682 5430.4 1
0.684 5825.5 1
0.686 5380.5 1
0.688 5677.6 1
0.69 5963.6 1
0.692 5795.7 1
0.694 5761.7 1
0.696 5694.8 1
0.698 5679.8 1
0.7 5815.9 1
0.702 5680.9 1
0.704 5483 1
0.706 5449 1
0.708 5464.1 1
0.71 5080.2 1
0.712 5216.2 1
0.714 5227.3 1
0.716 5448.3 1
0.718 5355.4 1
0.72 5276.4 1
0.722 5162.5 1
0.724 5214.5 1
0.726 5004.6 1
0.728 5261.6 1
0.73 4934.7 1
0.732 5106.7 1
0.734 5096.8 1
0.736 5016.8 1
0.738 5339.9 1
0.74 5192.9 1
0.742 5184 1
0.744 5281.1 1
0.746 5233.1 1
0.748 5265.2 1
0.75 5059.2 1
0.752 5142.3 1
0.754 4921.3 1
0.756 5208.4 1
0.758 5168.4 1
0.76 5008.5 1
0.762 5113.5 1
0.764 4927.6 1
0.766 5169.6 1
0.768 5223.7 1
0.77 4967.7 1
0.772 4820.8 1
0.774 5017.9 1
0.776 4888.9 1
0.778 4946 1
0.78 4920 1
0.782 4861.1 1
0.784 4783.1 1
0.786 4831.2 1
0.788 4882.2 1
0.79 4822.3 1
0.792 4918.3 1
0.794 4767.4 1
0.796 4743.4 1
0.798 4726.5 1
0.8 4716.5 1
0.802 4515.6 1
0.804 4777.6 1
0.806 4527.7 1
0.808 4550.8 1
0.81 4470.8 1
0.812 4550.9 1
0.814 4702.9 1
0.816 4742 1
0.818 4935 1
0.82 4637.1 1
0.822 4453.1 1
0.824 4643.2 1
0.826 4460.2 1
0.828 4346.3 1
0.83 4119.3 1
0.832 4155.4 1
0.834 4426.4 1
0.836 4415.5 1
0.838 4282.6 1
0.84 4104.6 1
0.842 4061.7 1
0.844 4020.7 1
0.846 3862.8 1
0.848 3874.8 1
0.85 3798.9 1
0.852 4165.9 1
0.854 4124 1
0.856 3852 1
0.858 3891.1 1
0.86 4061.1 1
0.862 3860.2 1
0.864 3654.2 1
0.866 3613.3 1
0.868 3728.3 1
0.87 3732.4 1
0.872 3621.5 1
0.874 3410.5 1
0.876 3410.6 1
0.878 3421.6 1
0.88 3186.7 1
0.882 3106.7 1
0.884 3192.8 1
0.886 3265.8 1
0.888 3112.9 1
0.89 3108.9 1
0.892 3025 1
0.894 3007 1
0.896 2753.1 1
0.898 2852.1 1
0.9 2791.2 1
0.902 2732.3 1
0.904 2723.3 1
0.906 2530.4 1
0.908 2491.4 1
0.91 2568.5 1
0.912 2400.5 1
0.914 2412.6 1
0.916 2255.6 1
0.918 2474.7 1
0.92 2268.7 1
0.922 2265.8 1
0.924 2231.8 1
0.926 2158.9 1
0.928 1781.9 1
0.93 1970 1
0.932 1793 1
0.934 1815.1 1
0.936 1866.2 1
0.938 1614.2 1
0.94 1724.3 1
0.942 1479.3 1
0.944 1506.4 1
0.946 1654.4 1
0.948 1524.5 1
0.95 1441.5 1
0.952 1334.6 1
0.954 1434.6 1
0.956 1291.7 1
0.958 1439.7 1
0.96 1230.8 1
0.962 1203.8 1
0.964 1234.9 1
0.966 1190 1
0.968 824.01 1
0.97 1094.1 1
0.972 920.11 1
0.974 1123.2 1
0.976 773.22 1
0.978 798.27 1
0.98 846.33 1
0.982 799.38 1
0.984 829.43 1
0.986 917.48 1
0.988 789.54 1
0.99 1092.6 1
0.992 905.64 1
0.994 882.7 1
0.996 993.75 1
0.998 814.8 1
1 834.86 1
1.05 596.19 0
1.051 707.21 0
1.052 940.24 0
1.053 840.27 0
1.054 1000.3 0
1.055 687.32 0
1.056 842.34 0
1.057 958.37 0
1.058 751.4 0
1.059 771.42 0
1.06 565.45 0
