#Voltage (mA) Time (t) Counts 
1,139	1000000	16087
1,138	1000000	16466
1,137	1000000	15615
1,136	1000000	14827
1,135	1000000	14277
1,134	1000000	13415
1,133	1000000	12624
1,132	1000000	12681
1,131	1000000	12004
1,13	1000000	11487
1,129	1000000	11170
1,128	1000000	10873
1,127	1000000	10807
1,126	1000000	10623
1,125	1000000	10332
1,124	1000000	10645
1,123	1000000	10522
1,122	1000000	10602
1,121	1000000	10780
1,12	1000000	11088
1,119	1000000	11728
1,118	1000000	12961
1,117	1000000	13924
1,116	1000000	15322
1,115	1000000	17260
1,114	1000000	20205
1,113	1000000	25137
1,112	1000000	25888
1,111	1000000	31866
1,11	1000000	36789
1,109	1000000	38841
1,108	1000000	41072
1,107	1000000	41822
1,106	1000000	41351
1,105	1000000	40931
1,104	1000000	39478
1,103	1000000	36081
1,102	1000000	32554
1,101	1000000	32319
1,1	1000000	27479
1,099	1000000	21471
1,098	1000000	16324
1,097	1000000	13849
1,096	1000000	14462
1,095	1000000	13430
1,094	1000000	13215
1,093	1000000	12381
1,092	1000000	11823
1,091	1000000	11815
1,09	1000000	11799
1,089	1000000	11228
1,088	1000000	11268
1,087	1000000	10865
1,086	1000000	11028
1,085	1000000	10859
1,084	1000000	10745
1,083	1000000	10598
1,082	1000000	10659
1,081	1000000	10571
1,08	1000000	10533
1,079	1000000	10345
1,078	1000000	10340
1,077	1000000	10361
1,076	1000000	10396
1,075	1000000	10281
1,074	1000000	10176
1,073	1000000	10093
1,072	1000000	10241
1,071	1000000	10263
1,07	1000000	10225
1,069	1000000	10150
1,068	1000000	10329
1,067	1000000	10173
1,066	1000000	9894
1,065	1000000	9887
1,064	1000000	9832
1,063	1000000	9976
1,062	1000000	10056
1,061	1000000	10076
1,06	1000000	9925
1,059	1000000	10131
1,058	1000003	10111
1,057	1000000	10318
1,056	1000000	10202
1,055	1000000	10047
1,054	1000000	10360
1,053	1000000	10200
1,052	1000000	10300
1,051	1000000	10067
1,05	1000000	9956
1	1000000	10196
0,998	1000000	10176
0,996	1000000	10355
0,994	1000000	10244
0,992	1000000	10267
0,99	1000000	10454
0,988	1000000	10151
0,986	1000000	10279
0,984	1000000	10191
0,982	1000000	10161
0,98	1000000	10208
0,978	1000000	10160
0,976	1000000	10135
0,974	1000000	10485
0,972	1000000	10282
0,97	1000000	10456
0,968	1000000	10186
0,966	1000000	10552
0,964	1000000	10597
0,962	1000000	10566
0,96	1000000	10593
0,958	1000007	10802
0,956	1000000	10654
0,954	1000000	10797
0,952	1000000	10697
0,95	1000000	10804
0,948	1000000	10887
0,946	1000000	11017
0,944	1000000	10869
0,942	1000000	10842
0,94	1000000	11087
0,938	1000000	10977
0,936	1000000	11229
0,934	1000000	11178
0,932	1000000	11156
0,93	1000000	11333
0,928	1000000	11145
0,926	1000000	11522
0,924	1000000	11595
0,922	1000000	11629
0,92	1000000	11632
0,918	1000000	11838
0,916	1000000	11619
0,914	1000000	11776
0,912	1000000	11764
0,91	1000000	11932
0,908	1000001	11855
0,906	1000000	11894
0,904	1000000	12087
0,902	1000000	12096
0,9	1000000	12155
0,898	1000000	12216
0,896	1000000	12117
0,894	1000000	12371
0,892	1000000	12389
0,89	1000000	12473
0,888	1000000	12477
0,886	1000000	12630
0,884	1000000	12557
0,882	1000000	12471
0,88	1000000	12551
0,878	1000000	12786
0,876	1000000	12775
0,874	1000000	12775
0,872	1000000	12986
0,87	1000001	13097
0,868	1000000	13093
0,866	1000000	12978
0,864	1000000	13019
0,862	1000000	13225
0,86	1000000	13426
0,858	1000000	13256
0,856	1000000	13217
0,854	1000000	13489
0,852	1000000	13531
0,85	1000000	13164
0,848	1000000	13240
0,846	1000000	13228
0,844	1000000	13386
0,842	1000000	13427
0,84	1000000	13470
0,838	1000000	13648
0,836	1000000	13781
0,834	1000000	13792
0,832	1000000	13521
0,83	1000000	13485
0,828	1000000	13712
0,826	1000000	13826
0,824	1000000	14009
0,822	1000000	13819
0,82	1000000	14003
0,818	1000000	14301
0,816	1000000	14108
0,814	1000000	14069
0,812	1000000	13917
0,81	1000000	13837
0,808	1000000	13917
0,806	1000000	13894
0,804	1000000	14144
0,802	1000000	13882
0,8	1000000	14083
0,798	1000000	14093
0,796	1000009	14110
0,794	1000000	14134
0,792	1000000	14285
0,79	1000000	14189
0,788	1000000	14249
0,786	1000000	14198
0,784	1000000	14150
0,782	1000000	14228
0,78	1000000	14287
0,778	1000000	14313
0,776	1000000	14256
0,774	1000000	14385
0,772	1000000	14188
0,77	1000000	14335
0,768	1000000	14591
0,766	1000000	14537
0,764	1000000	14295
0,762	1000000	14481
0,76	1000000	14376
0,758	1000000	14536
0,756	1000000	14576
0,754	1000000	14289
0,752	1000000	14510
0,75	1000000	14427
0,748	1000000	14633
0,746	1000000	14601
0,744	1000000	14649
0,742	1000000	14552
0,74	1000000	14561
0,738	1000000	14708
0,736	1000000	14385
0,734	1000000	14465
0,732	1000000	14475
0,73	1000000	14303
0,728	1000000	14630
0,726	1000000	14373
0,724	1000000	14583
0,722	1000000	14531
0,72	1000000	14645
0,718	1000000	14724
0,716	1000000	14817
0,714	1000000	14596
0,712	1000000	14585
0,71	1000000	14449
0,708	1000000	14833
0,706	1000000	14818
0,704	1000000	14852
0,702	1000000	15050
0,7	1000000	15185
0,698	1000000	15049
0,696	1000000	15064
0,694	1000000	15131
0,692	1000000	15165
0,69	1000000	15333
0,688	1000000	15047
0,686	1000000	14750
0,684	1000000	15195
0,682	1000000	14800
0,68	1000000	15152
0,678	1000000	15017
0,676	1000000	14927
0,674	1000000	14948
0,672	1000000	14953
0,67	1000000	15038
0,668	1000000	15051
0,666	1000000	15082
0,664	1000000	15130
0,662	1000000	14926
0,66	1000000	14947
0,658	1000000	14470
0,656	1000000	14386
0,654	1000000	14448
0,652	1000000	14429
0,65	1000000	14372
0,648	1000000	14578
0,646	1000000	14447
0,644	1000000	14129
0,642	1000000	14391
0,64	1000000	14457
0,638	1000000	14316
0,636	1000000	14457
0,634	1000001	14378
0,632	1000000	14385
0,63	1000000	14298
0,628	1000000	14222
0,626	1000000	14378
0,624	1000000	14364
0,622	1000000	14082
0,62	1000000	14122
0,618	1000000	14490
0,616	1000000	14125
0,614	1000000	14267
0,612	1000000	14147
0,61	1000000	14403
0,608	1000000	14075
0,606	1000000	14028
0,604	1000000	14088
0,602	1000000	14059
0,6	1000000	14023
0,598	1000000	13842
0,596	1000000	14224
0,594	1000000	14017
0,592	1000000	13974
0,59	1000000	13792
0,588	1000000	13652
0,586	1000000	13803
0,584	1000001	13808
0,582	1000000	13494
0,58	1000000	13674
0,578	1000000	13588
0,576	1000000	13548
0,574	1000000	13661
0,572	1000000	13395
0,57	1000000	13522
0,568	1000000	13299
0,566	1000000	13160
0,564	1000000	13237
0,562	1000000	13192
0,56	1000000	13043
0,558	1000000	12983
0,556	1000000	13208
0,554	1000000	12875
0,552	1000000	12951
0,55	1000000	12929
0,548	1000000	13008
0,546	1000000	12864
0,544	1000000	12606
0,542	1000000	12745
0,54	1000000	12774
0,538	1000000	12685
0,536	1000000	12395
0,534	1000000	12222
0,532	1000000	12521
0,53	1000000	12803
0,528	1000000	12725
0,526	1000000	12521
0,524	1000000	12379
0,522	1000000	12784
0,52	1000000	12284
0,518	1000000	12249
0,516	1000000	12315
0,514	1000000	12296
0,512	1000000	12289
0,51	1000000	11843
0,508	1000000	11821
0,506	1000000	11725
0,504	1000000	11851
0,502	1000000	11585
0,5	1000000	11642
0,498	1000001	11824
0,496	1000000	11660
0,494	1000000	11459
0,492	1000004	11357
0,49	1000000	11152
0,488	1000000	11189
0,486	1000000	11181
0,484	1000000	10702
0,482	1000000	10470
0,48	1000000	10432
0,478	1000000	10407
0,476	1000000	10216
0,474	1000000	10189
0,472	1000000	9892
0,47	1000000	9898
0,468	1000000	9951
0,466	1000000	10080
0,464	1000000	10080
0,462	1000000	9883
0,46	1000000	10041
0,458	1000000	10071
0,456	1000000	10038
0,454	1000000	9956
0,452	1000000	9918
0,45	1000006	9738
0,448	1000000	9714
0,446	1000000	9840
0,444	1000000	9666
0,442	1000000	9637
0,44	1000000	9711
0,438	1000000	9491
0,436	1000000	9423
0,434	1000000	9467
0,432	1000000	9653
0,43	1000000	9414
0,428	1000000	9413
0,426	1000000	9498
0,424	1000000	9331
0,422	1000000	9448
0,42	1000000	9427
0,418	1000000	9374
0,416	1000000	9374
0,414	1000000	9209
0,412	1000000	9268
0,41	1000000	9468
0,408	1000000	9322
0,406	1000000	9476
0,404	1000000	9215
0,402	1000000	9215
0,4	1000000	9398
0,2	1000001	9281
2,120526E-14	1000000	9231
